ID	parentID	status	scientificName	authorship	rank	link
10002	x36P	accepted	Nanger dama	(Pallas, 1766)	species	https://www.speciesplus.net/species#/taxon_concepts/10002/legal
10005	2110	accepted	Indri indri	(Gmelin, 1788)	species	https://www.speciesplus.net/species#/taxon_concepts/10005/legal
100209	xFW	accepted	Tiliqua adelaidensis	Peters, 1863	species	https://www.speciesplus.net/species#/taxon_concepts/100209/legal
10032	xDD	accepted	Amazona barbadensis	(Gmelin, 1788)	species	https://www.speciesplus.net/species#/taxon_concepts/10032/legal
10039	x363	accepted	Mustela nigripes	(Audubon & Bachman, 1851)	species	https://www.speciesplus.net/species#/taxon_concepts/10039/legal
100472	x354	accepted	Kinosternon vogti	López-Luna, Cupul-Magaña, Escobedo-Galván, González-Hernández, Centenero-Alcalá, Rangel-Mendoza, Ramírez-Ramírez & Cazares-Hernández, 2018	species	https://www.speciesplus.net/species#/taxon_concepts/100472/legal
100473	x354	accepted	Kinosternon cora	Loc-Barragán, Reyes-Velasco, Woolrich-Piña, Grünwald, Anaya, Rangel-Mendoza & López-Luna, 2020	species	https://www.speciesplus.net/species#/taxon_concepts/100473/legal
1005	458	accepted	Nomascus		genus	https://www.speciesplus.net/species#/taxon_concepts/1005/legal
10054	xG2	accepted	Gymnogyps californianus	(Shaw, 1898)	species	https://www.speciesplus.net/species#/taxon_concepts/10054/legal
10071	x3CN	accepted	Tremarctos ornatus	(F. G. Cuvier, 1825)	species	https://www.speciesplus.net/species#/taxon_concepts/10071/legal
10076	1956	accepted	Nectophrynoides tornieri	(Roux, 1906)	species	https://www.speciesplus.net/species#/taxon_concepts/10076/legal
10078	x8J	accepted	Brachyteles arachnoides	(É. Geoffroy, 1806)	species	https://www.speciesplus.net/species#/taxon_concepts/10078/legal
10095	1343	accepted	Tapirus pinchaque	(Roulin, 1829)	species	https://www.speciesplus.net/species#/taxon_concepts/10095/legal
10096	x9T	accepted	Crocodylus palustris	Lesson, 1831	species	https://www.speciesplus.net/species#/taxon_concepts/10096/legal
10099	795	accepted	Microcebus murinus	(J. F. Miller, 1777)	species	https://www.speciesplus.net/species#/taxon_concepts/10099/legal
101074	2530	accepted	Cheirogaleus andysabini	Lei, McLain, Frasier, Taylor, Bailey, Engberg, Ginter, Nash, Randriamampionona, Groves, Mittermeier & Louis Jr, 2015	species	https://www.speciesplus.net/species#/taxon_concepts/101074/legal
101075	2530	accepted	Cheirogaleus shethi	Frasier, Lei, McLain, Taylor, Bailey, Ginter, Nash, Randriamampionona, Groves, Mittermeier & Louis Jr, 2016	species	https://www.speciesplus.net/species#/taxon_concepts/101075/legal
101076	795	accepted	Microcebus ganzhorni	Hotaling, Foley, Lawrence, Bocanegra, Blanco, Rasoloarison, Kappeler, Barrett, Yoder & Weisrock, 2016	species	https://www.speciesplus.net/species#/taxon_concepts/101076/legal
101077	795	accepted	Microcebus manitatra	Hotaling, Foley, Lawrence, Bocanegra, Blanco, Rasoloarison, Kappeler, Barrett, Yoder & Weisrock, 2016	species	https://www.speciesplus.net/species#/taxon_concepts/101077/legal
101097	903	accepted	Brachylophus gau	Fisher, Niukula, Watling & Harlow, 2017	species	https://www.speciesplus.net/species#/taxon_concepts/101097/legal
10120	xFK	accepted	Leopardus pardalis	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10120/legal
101259	xV4	accepted	Aloestrela suzannae	(Decary) Molteno & Gideon F.Sm.	species	https://www.speciesplus.net/species#/taxon_concepts/101259/legal
101272	xHC	accepted	Equus hemionus luteus	Matschie, 1911	subspecies	https://www.speciesplus.net/species#/taxon_concepts/101272/legal
101289	xQB	accepted	Pongo tapanuliensis	Nurcahyo, Meijaard, Nowak, Fredriksson & Groves, 2017	species	https://www.speciesplus.net/species#/taxon_concepts/101289/legal
101290	865	accepted	Hylobates funereus	I. Geoffroy, 1850	species	https://www.speciesplus.net/species#/taxon_concepts/101290/legal
101291	865	accepted	Hylobates abbotti	Kloss, 1929	species	https://www.speciesplus.net/species#/taxon_concepts/101291/legal
101292	1371	accepted	Propithecus candidus	A. Grandidier, 1871	species	https://www.speciesplus.net/species#/taxon_concepts/101292/legal
101391	x77	accepted	Antigone canadensis nesiotes	(Bangs & Zappey, 1905)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/101391/legal
101393	x77	accepted	Antigone canadensis pulla	Aldrich, 1972	subspecies	https://www.speciesplus.net/species#/taxon_concepts/101393/legal
101410	68406	accepted	Mobula birostris	(Walbaum, 1792)	species	https://www.speciesplus.net/species#/taxon_concepts/101410/legal
101411	68406	accepted	Mobula alfredi	(Krefft, 1868)	species	https://www.speciesplus.net/species#/taxon_concepts/101411/legal
10149	xVD	accepted	Mycteria cinerea	(Raffles, 1822)	species	https://www.speciesplus.net/species#/taxon_concepts/10149/legal
10155	xNV	accepted	Cercocebus chrysogaster	Lydekker, 1900	species	https://www.speciesplus.net/species#/taxon_concepts/10155/legal
10177	2545	accepted	Cyclura collei	Gray, 1845	species	https://www.speciesplus.net/species#/taxon_concepts/10177/legal
10199	xQG	accepted	Neofelis nebulosa	(Griffith, 1821)	species	https://www.speciesplus.net/species#/taxon_concepts/10199/legal
1020	258	accepted	Eretmochelys		genus	https://www.speciesplus.net/species#/taxon_concepts/1020/legal
10210	xWW	accepted	Cuora galbinifrons	Bourret, 1939	species	https://www.speciesplus.net/species#/taxon_concepts/10210/legal
10221	x59	accepted	Trachypithecus shortridgei	(Wroughton, 1915)	species	https://www.speciesplus.net/species#/taxon_concepts/10221/legal
10248	xDB	accepted	Chitra vandijki	McCord & Pritchard, 2003	species	https://www.speciesplus.net/species#/taxon_concepts/10248/legal
10255	1538	accepted	Ceratotherium simum	(Burchell, 1817)	species	https://www.speciesplus.net/species#/taxon_concepts/10255/legal
10264	xV	accepted	Semnopithecus dussumieri	I. Geoffroy, 1843	species	https://www.speciesplus.net/species#/taxon_concepts/10264/legal
10291	xQQ	accepted	Pudu puda	(Molina, 1782)	species	https://www.speciesplus.net/species#/taxon_concepts/10291/legal
102974	xYW	accepted	Sclerophrys channingi	(Barej, Schmitz, Menegon, Hillers, Hinkel, Böhme & Rödel, 2011)	species	https://www.speciesplus.net/species#/taxon_concepts/102974/legal
102975	xYW	accepted	Sclerophrys superciliaris	(Boulenger, 1888)	species	https://www.speciesplus.net/species#/taxon_concepts/102975/legal
10320	xZJ	accepted	Lophura swinhoii	(Gould, 1863)	species	https://www.speciesplus.net/species#/taxon_concepts/10320/legal
10323	1558	accepted	Moschus leucogaster	Hodgson, 1839	species	https://www.speciesplus.net/species#/taxon_concepts/10323/legal
10330	xQZ	accepted	Romerolagus diazi	(Ferrari-Pérez, 1893)	species	https://www.speciesplus.net/species#/taxon_concepts/10330/legal
1037	390	accepted	Mirza	Gray, 1870	genus	https://www.speciesplus.net/species#/taxon_concepts/1037/legal
10380	xLQ	accepted	Axis kuhlii	(Temminck, 1836)	species	https://www.speciesplus.net/species#/taxon_concepts/10380/legal
10395	xJD	accepted	Pseudoryx nghetinhensis	Dung, Giao, Chinh, Touc, Arctander & MacKinnon, 1993	species	https://www.speciesplus.net/species#/taxon_concepts/10395/legal
10403	x8S	accepted	Batagur baska	(Gray, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/10403/legal
10414	xSZ	accepted	Epioblasma florentina	(I. Lea, 1857)	species	https://www.speciesplus.net/species#/taxon_concepts/10414/legal
10415	x398	accepted	Nasalis larvatus	(Wurmb, 1787)	species	https://www.speciesplus.net/species#/taxon_concepts/10415/legal
10430	2545	accepted	Cyclura nubila	(Gray, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/10430/legal
10431	2545	accepted	Cyclura stejnegeri	Barbour & Noble, 1916	species	https://www.speciesplus.net/species#/taxon_concepts/10431/legal
10438	xCP	accepted	Pteropus molossinus	Temminck, 1853	species	https://www.speciesplus.net/species#/taxon_concepts/10438/legal
10443	x358	accepted	Gallotia simonyi	Steindachner, 1889	species	https://www.speciesplus.net/species#/taxon_concepts/10443/legal
10456	1326	accepted	Achatinella viridans	Mighels, 1845	species	https://www.speciesplus.net/species#/taxon_concepts/10456/legal
10469	1956	accepted	Nectophrynoides cryptus	Perret, 1971	species	https://www.speciesplus.net/species#/taxon_concepts/10469/legal
104810	x39G	accepted	Okapia johnstoni	(P. L. Sclater, 1901)	species	https://www.speciesplus.net/species#/taxon_concepts/104810/legal
104814	x37D	accepted	Sporophila maximiliani	(Cabanis, 1851)	species	https://www.speciesplus.net/species#/taxon_concepts/104814/legal
104821	x39J	accepted	Caribicus warreni	(Schwartz, 1970)	species	https://www.speciesplus.net/species#/taxon_concepts/104821/legal
104822	xFC	accepted	Bitis harenna	Gower, Wade, Spawls, Böhme, Buechley, Sykes & Colston, 2016	species	https://www.speciesplus.net/species#/taxon_concepts/104822/legal
104823	xFC	accepted	Bitis parviocula	Böhme, 1977	species	https://www.speciesplus.net/species#/taxon_concepts/104823/legal
10484	x9W	accepted	Pezoporus occidentalis	Gould, 1861	species	https://www.speciesplus.net/species#/taxon_concepts/10484/legal
104873	xMP	accepted	Jubaea chilensis	(Molina) Baill.	species	https://www.speciesplus.net/species#/taxon_concepts/104873/legal
104953	2545	accepted	Cyclura ricordii	(Duméril & Bibron, 1837)	species	https://www.speciesplus.net/species#/taxon_concepts/104953/legal
10496	2002	accepted	Eulemur cinereiceps	(A. Grandidier & Milne-Edwards, 1890)	species	https://www.speciesplus.net/species#/taxon_concepts/10496/legal
10504	x35X	accepted	Daubentonia madagascariensis	(Gmelin, 1788)	species	https://www.speciesplus.net/species#/taxon_concepts/10504/legal
10519	x5K	accepted	Alouatta pigra	Lawrence, 1933	species	https://www.speciesplus.net/species#/taxon_concepts/10519/legal
105313	xTF	accepted	Ailurus styani	Thomas, 1902	species	https://www.speciesplus.net/species#/taxon_concepts/105313/legal
105314	xDN	accepted	Neomonachus		genus	https://www.speciesplus.net/species#/taxon_concepts/105314/legal
105316	105314	accepted	Neomonachus schauinslandi	Matschie, 1905	species	https://www.speciesplus.net/species#/taxon_concepts/105316/legal
105317	x84	accepted	Balaenoptera ricei	Rosel, Wilcox, Yamada & Mullin, 2021	species	https://www.speciesplus.net/species#/taxon_concepts/105317/legal
105331	68406	accepted	Mobula eregoodoo	(Cantor, 1849)	species	https://www.speciesplus.net/species#/taxon_concepts/105331/legal
105421	x3Y	accepted	Aloe rugosquamosa	(H.Perrier) J.-B.Castillon & J.-P.Castillon	species	https://www.speciesplus.net/species#/taxon_concepts/105421/legal
1056	x6L	accepted	Rhynchopsitta	Bonaparte, 1854	genus	https://www.speciesplus.net/species#/taxon_concepts/1056/legal
10586	xVB	accepted	Probarbus jullieni	Sauvage, 1880	species	https://www.speciesplus.net/species#/taxon_concepts/10586/legal
10594	x33X	accepted	Capricornis thar	(Hodgson, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/10594/legal
10612	x3R	accepted	Rucervus duvaucelii	(G. Cuvier, 1823)	species	https://www.speciesplus.net/species#/taxon_concepts/10612/legal
10615	x32T	accepted	Cercopithecus diana	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10615/legal
10624	2686	accepted	Sotalia guianensis	(van Bénéden, 1864)	species	https://www.speciesplus.net/species#/taxon_concepts/10624/legal
10628	2530	accepted	Cheirogaleus adipicaudatus	Grandidier, 1868	species	https://www.speciesplus.net/species#/taxon_concepts/10628/legal
10629	xSJ	accepted	Pseudochelidon sirintarae	Kitti, 1968	species	https://www.speciesplus.net/species#/taxon_concepts/10629/legal
10636	1938	accepted	Hippocamelus bisulcus	(Molina, 1782)	species	https://www.speciesplus.net/species#/taxon_concepts/10636/legal
10682	1326	accepted	Achatinella papyracea	Gulick, 1856	species	https://www.speciesplus.net/species#/taxon_concepts/10682/legal
10686	814	accepted	Bettongia lesueur	(Quoy & Gaimard, 1824)	species	https://www.speciesplus.net/species#/taxon_concepts/10686/legal
10702	xBZ	accepted	Lophophorus lhuysii	Geoffroy Saint-Hilaire, 1866	species	https://www.speciesplus.net/species#/taxon_concepts/10702/legal
10717	x8G	accepted	Lagorchestes hirsutus	Gould, 1844	species	https://www.speciesplus.net/species#/taxon_concepts/10717/legal
10731	xJB	accepted	Polyplectron napoleonis	(Lesson, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/10731/legal
10745	x9T	accepted	Crocodylus niloticus	Laurenti, 1768	species	https://www.speciesplus.net/species#/taxon_concepts/10745/legal
10761	xXD	accepted	Physeter macrocephalus	Linnaeus, 1758	species	https://www.speciesplus.net/species#/taxon_concepts/10761/legal
10794	1326	accepted	Achatinella turgida	Newcomb, 1853	species	https://www.speciesplus.net/species#/taxon_concepts/10794/legal
10804	xW3	accepted	Haliaeetus albicilla	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10804/legal
10810	xG6	accepted	Pyxis planicauda	(Grandidier, 1867)	species	https://www.speciesplus.net/species#/taxon_concepts/10810/legal
10836	1730	accepted	Caretta caretta	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10836/legal
10844	1136	accepted	Monachus monachus	(Hermann, 1779)	species	https://www.speciesplus.net/species#/taxon_concepts/10844/legal
10857	x8L	accepted	Grus americana	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10857/legal
10905	x84	accepted	Balaenoptera musculus	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10905/legal
10915	865	accepted	Hylobates agilis	F. Cuvier, 1821	species	https://www.speciesplus.net/species#/taxon_concepts/10915/legal
10923	x345	accepted	Tyto soumagnei	(Milne Edwards, 1878)	species	https://www.speciesplus.net/species#/taxon_concepts/10923/legal
10928	xGN	accepted	Anas aucklandica	(G. R. Gray, 1844)	species	https://www.speciesplus.net/species#/taxon_concepts/10928/legal
10941	x62	accepted	Lutra lutra	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/10941/legal
10946	x3C6	accepted	Glaucis dohrnii	(Bourcier & Mulsant, 1852)	species	https://www.speciesplus.net/species#/taxon_concepts/10946/legal
10947	xJ2	accepted	Macrocephalon maleo	Müller, 1846	species	https://www.speciesplus.net/species#/taxon_concepts/10947/legal
10958	xB8	accepted	Bubalus quarlesi	(Ouwens, 1910)	species	https://www.speciesplus.net/species#/taxon_concepts/10958/legal
10969	xKF	accepted	Pitta gurneyi	Hume, 1875	species	https://www.speciesplus.net/species#/taxon_concepts/10969/legal
10978	x35D	accepted	Melanosuchus niger	(Spix, 1825)	species	https://www.speciesplus.net/species#/taxon_concepts/10978/legal
10988	997	accepted	Acrantophis dumerili	Jan, 1860	species	https://www.speciesplus.net/species#/taxon_concepts/10988/legal
1099	484	accepted	Anoxypristis		genus	https://www.speciesplus.net/species#/taxon_concepts/1099/legal
11005	xLZ	accepted	Orcaella heinsohni	Beasley, Robertson & Arnold, 2005	species	https://www.speciesplus.net/species#/taxon_concepts/11005/legal
11020	923	accepted	Eubalaena glacialis	(P. L. S. Müller, 1776)	species	https://www.speciesplus.net/species#/taxon_concepts/11020/legal
11033	xDD	accepted	Amazona oratrix	Ridgway, 1887	species	https://www.speciesplus.net/species#/taxon_concepts/11033/legal
11059	x35J	accepted	Heteroglaux blewitti	Hume, 1873	species	https://www.speciesplus.net/species#/taxon_concepts/11059/legal
11071	1365	accepted	Chelonia mydas	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/11071/legal
11078	x8S	accepted	Batagur kachuga	(Gray, 1831)	species	https://www.speciesplus.net/species#/taxon_concepts/11078/legal
11082	xV	accepted	Semnopithecus entellus	(Dufresne, 1797)	species	https://www.speciesplus.net/species#/taxon_concepts/11082/legal
11089	x9Y	accepted	Macaca silenus	(Linnaeus, 1758)	species	https://www.speciesplus.net/species#/taxon_concepts/11089/legal
11136	x4G	accepted	Manis gigantea	Illiger, 1815	species	https://www.speciesplus.net/species#/taxon_concepts/11136/legal
11137	xDD	accepted	Amazona vinacea	(Kuhl, 1820)	species	https://www.speciesplus.net/species#/taxon_concepts/11137/legal
11141	2002	accepted	Eulemur macaco	(Linnaeus, 1766)	species	https://www.speciesplus.net/species#/taxon_concepts/11141/legal
11162	x35Z	accepted	Penelope albipennis	Taczanowski, 1878	species	https://www.speciesplus.net/species#/taxon_concepts/11162/legal
11180	xNX	accepted	Bos sauveli	Urbain, 1937	species	https://www.speciesplus.net/species#/taxon_concepts/11180/legal
11194	1326	accepted	Achatinella elegans	Newcomb, 1853	species	https://www.speciesplus.net/species#/taxon_concepts/11194/legal
11205	xWH	accepted	Oryx dammah	(Cretzschmar, 1827)	species	https://www.speciesplus.net/species#/taxon_concepts/11205/legal
11206	x3CB	accepted	Ducula mindorensis	(Whitehead, 1896)	species	https://www.speciesplus.net/species#/taxon_concepts/11206/legal
11207	x6N	accepted	Ara ambiguus	(Bechstein, 1811)	species	https://www.speciesplus.net/species#/taxon_concepts/11207/legal
11211	xZ6	accepted	Conradilla caelata	(Conrad, 1834)	species	https://www.speciesplus.net/species#/taxon_concepts/11211/legal
11218	xKM	accepted	Xipholena atropurpurea	(Wied, 1820)	species	https://www.speciesplus.net/species#/taxon_concepts/11218/legal
11269	1446	accepted	Avahi occidentalis	von Lorenz-Liburnau, 1898	species	https://www.speciesplus.net/species#/taxon_concepts/11269/legal
11271	x9T	accepted	Crocodylus intermedius	Graves, 1819	species	https://www.speciesplus.net/species#/taxon_concepts/11271/legal
1136	xDN	accepted	Monachus		genus	https://www.speciesplus.net/species#/taxon_concepts/1136/legal
1171	557	accepted	Varecia		genus	https://www.speciesplus.net/species#/taxon_concepts/1171/legal
1189	xRR	accepted	Cacajao	Lesson, 1840	genus	https://www.speciesplus.net/species#/taxon_concepts/1189/legal
12198	xSZ	accepted	Epioblasma torulosa gubernaculum	(Reeve, 1865)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12198/legal
12206	xNB	accepted	Ursus arctos isabellinus	Horsfield, 1826	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12206/legal
12212	xGZ	accepted	Lampsilis orbiculata orbiculata	(Hildreth, 1828)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12212/legal
12214	x32H	accepted	Ateles geoffroyi frontatus	Gray, 1842	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12214/legal
12218	x32M	accepted	Dama dama mesopotamica		subspecies	https://www.speciesplus.net/species#/taxon_concepts/12218/legal
12219	xZ8	accepted	Aonyx capensis microdon		subspecies	https://www.speciesplus.net/species#/taxon_concepts/12219/legal
12225	x34K	accepted	Cervus elaphus hanglu	Wagner, 1844	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12225/legal
12226	xSZ	accepted	Epioblasma torulosa torulosa	(Rafinesque, 1820)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12226/legal
12227	xHC	accepted	Equus hemionus hemionus	Pallas, 1775	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12227/legal
12231	xXV	accepted	Cyclopsitta diophthalma coxeni	Gould, 1867	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12231/legal
12232	xVL	accepted	Unio tampicoensis tecomatensis	I. Lea, 1841	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12232/legal
12244	x4Z	accepted	Boa constrictor occidentalis	Philippi, 1873	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12244/legal
12251	xB4	accepted	Caiman crocodilus apaporiensis	Medem, 1955	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12251/legal
12256	xN6	accepted	Heloderma horridum charlesbogerti		subspecies	https://www.speciesplus.net/species#/taxon_concepts/12256/legal
12271	xCC	accepted	Prionailurus bengalensis bengalensis	(Kerr, 1792)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12271/legal
12273	xCY	accepted	Enhydra lutris nereis	(Merriam, 1904)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12273/legal
12279	xXS	accepted	Dryocopus javensis richardsi	Tristram, 1879	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12279/legal
12286	x325	accepted	Apalone spinifera atra		subspecies	https://www.speciesplus.net/species#/taxon_concepts/12286/legal
12292	xSZ	accepted	Epioblasma sulcata perobliqua	(Conrad, 1836)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12292/legal
12296	1538	accepted	Ceratotherium simum simum	(Burchell, 1817)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12296/legal
12301	xCF	accepted	Hippotragus niger variani	(Thomas, 1916)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12301/legal
12317	xLQ	accepted	Axis porcinus annamiticus	(Heude, 1888)	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12317/legal
12330	xJZ	accepted	Colinus virginianus ridgwayi	Brewster, 1885	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12330/legal
12335	xHC	accepted	Equus hemionus khur	Lesson, 1827	subspecies	https://www.speciesplus.net/species#/taxon_concepts/12335/legal
12629	x3C	accepted	Discocactus	Pfeiffer	genus	https://www.speciesplus.net/species#/taxon_concepts/12629/legal
12843	x3C	accepted	Pelecyphora	Ehrenb.	genus	https://www.speciesplus.net/species#/taxon_concepts/12843/legal
1286	xF7	accepted	Sousa	Gray, 1866	genus	https://www.speciesplus.net/species#/taxon_concepts/1286/legal
12877	x37	accepted	Phragmipedium	Rolfe	genus	https://www.speciesplus.net/species#/taxon_concepts/12877/legal
12962	x37	accepted	Paphiopedilum	Pfitzer	genus	https://www.speciesplus.net/species#/taxon_concepts/12962/legal
13006	x33	accepted	Encephalartos	Lehm.	genus	https://www.speciesplus.net/species#/taxon_concepts/13006/legal
13064	x3C	accepted	Uebelmannia	Buining	genus	https://www.speciesplus.net/species#/taxon_concepts/13064/legal
13121	x3C	accepted	Strombocactus	Britton & Rose	genus	https://www.speciesplus.net/species#/taxon_concepts/13121/legal
13147	x33	accepted	Ceratozamia	Brongn.	genus	https://www.speciesplus.net/species#/taxon_concepts/13147/legal
13183	x3C	accepted	Turbinicarpus	(Backeb.) Buxb. & Backeb.	genus	https://www.speciesplus.net/species#/taxon_concepts/13183/legal
1326	x9F	accepted	Achatinella	Swainson, 1828	genus	https://www.speciesplus.net/species#/taxon_concepts/1326/legal
1337	531	accepted	Platysternon		genus	https://www.speciesplus.net/species#/taxon_concepts/1337/legal
1343	568	accepted	Tapirus		genus	https://www.speciesplus.net/species#/taxon_concepts/1343/legal
1361	x6G	accepted	Nimbaphrynoides	Dubois, 1987	genus	https://www.speciesplus.net/species#/taxon_concepts/1361/legal
13629	x3C	accepted	Ariocarpus	Scheidw.	genus	https://www.speciesplus.net/species#/taxon_concepts/13629/legal
1365	258	accepted	Chelonia	Brongniart, 1800	genus	https://www.speciesplus.net/species#/taxon_concepts/1365/legal
1371	535	accepted	Propithecus		genus	https://www.speciesplus.net/species#/taxon_concepts/1371/legal
13762	13006	accepted	Encephalartos msinganus	Vorster	species	https://www.speciesplus.net/species#/taxon_concepts/13762/legal
13824	12962	accepted	Paphiopedilum callosum	(Rchb.f.) Stein	species	https://www.speciesplus.net/species#/taxon_concepts/13824/legal
13860	13006	accepted	Encephalartos cupidus	R.A.Dyer	species	https://www.speciesplus.net/species#/taxon_concepts/13860/legal
14050	12962	accepted	Paphiopedilum insigne	(Wall. ex Lindl.) Pfitzer	species	https://www.speciesplus.net/species#/taxon_concepts/14050/legal
14136	x3Y	accepted	Aloe delphinensis	Rauh, 1990	species	https://www.speciesplus.net/species#/taxon_concepts/14136/legal
14166	12962	accepted	Paphiopedilum charlesworthii	(Rolfe) Pfitzer	species	https://www.speciesplus.net/species#/taxon_concepts/14166/legal
14172	12962	accepted	Paphiopedilum barbatum	(Lindl.) Pfitzer, 1888	species	https://www.speciesplus.net/species#/taxon_concepts/14172/legal
14252	12629	accepted	Discocactus zehntneri	Britton & Rose	species	https://www.speciesplus.net/species#/taxon_concepts/14252/legal
14325	12962	accepted	Paphiopedilum victoria-regina	(Sander) M.W.Wood	species	https://www.speciesplus.net/species#/taxon_concepts/14325/legal
14345	12962	accepted	Paphiopedilum hookerae	(Rchb.f.) Stein	species	https://www.speciesplus.net/species#/taxon_concepts/14345/legal
1438	x6G	accepted	Altiphrynoides	Dubois, 1987	genus	https://www.speciesplus.net/species#/taxon_concepts/1438/legal
14439	x8N	accepted	Escobaria sneedii	Britton & Rose	species	https://www.speciesplus.net/species#/taxon_concepts/14439/legal
14450	xLS	accepted	Melocactus conoideus	Buining & Brederoo	species	https://www.speciesplus.net/species#/taxon_concepts/14450/legal
1446	535	accepted	Avahi	Jourdan, 1834	genus	https://www.speciesplus.net/species#/taxon_concepts/1446/legal
14479	xH7	accepted	Stangeria eriopus	(Kunze) Baill.	species	https://www.speciesplus.net/species#/taxon_concepts/14479/legal
14513	12962	accepted	Paphiopedilum appletonianum	(Gower) Rolfe	species	https://www.speciesplus.net/species#/taxon_concepts/14513/legal
14520	12962	accepted	Paphiopedilum tonsum	(Rchb.f.) Stein	species	https://www.speciesplus.net/species#/taxon_concepts/14520/legal
14591	12629	accepted	Discocactus bahiensis	Britton & Rose	species	https://www.speciesplus.net/species#/taxon_concepts/14591/legal
14600	12962	accepted	Paphiopedilum vietnamense	O.Gruss & H.Perner	species	https://www.speciesplus.net/species#/taxon_concepts/14600/legal
14615	13183	accepted	Turbinicarpus gielsdorfianus	(Werdermann) John & Riha	species	https://www.speciesplus.net/species#/taxon_concepts/14615/legal
14624	13629	accepted	Ariocarpus bravoanus	Hernandez & Anderson	species	https://www.speciesplus.net/species#/taxon_concepts/14624/legal
14702	13629	accepted	Ariocarpus fissuratus	(Engelmann) Schumann	species	https://www.speciesplus.net/species#/taxon_concepts/14702/legal
14735	x9M	accepted	Euphorbia bupleurifolia	Jacq.	species	https://www.speciesplus.net/species#/taxon_concepts/14735/legal
14745	12962	accepted	Paphiopedilum papuanum	(Ridl. ex Rendle) L.O. Williams	species	https://www.speciesplus.net/species#/taxon_concepts/14745/legal
14767	13006	accepted	Encephalartos humilis	I.Verd.	species	https://www.speciesplus.net/species#/taxon_concepts/14767/legal
14769	13006	accepted	Encephalartos eugene-maraisii	I.Verd.	species	https://www.speciesplus.net/species#/taxon_concepts/14769/legal
14885	13006	accepted	Encephalartos middelburgensis	Vorster	species	https://www.speciesplus.net/species#/taxon_concepts/14885/legal
1491	557	accepted	Prolemur	Gray, 1871	genus	https://www.speciesplus.net/species#/taxon_concepts/1491/legal
15036	13183	accepted	Turbinicarpus alonsoi	Glass & Arias	species	https://www.speciesplus.net/species#/taxon_concepts/15036/legal
15076	13147	accepted	Ceratozamia miqueliana	H.Wendl.	species	https://www.speciesplus.net/species#/taxon_concepts/15076/legal
1511	x6L	accepted	Anodorhynchus	Spix, 1824	genus	https://www.speciesplus.net/species#/taxon_concepts/1511/legal
15151	13183	accepted	Turbinicarpus saueri	(Boedeker) John & Riha	species	https://www.speciesplus.net/species#/taxon_concepts/15151/legal
15243	12962	accepted	Paphiopedilum niveum	(Rchb.f.) Stein	species	https://www.speciesplus.net/species#/taxon_concepts/15243/legal
15262	12877	accepted	Phragmipedium schlimii	(Linden & Rchb.f.) Rolfe	species	https://www.speciesplus.net/species#/taxon_concepts/15262/legal
1538	278	accepted	Ceratotherium	Gray, 1868	genus	https://www.speciesplus.net/species#/taxon_concepts/1538/legal
15386	12962	accepted	Paphiopedilum philippinense	(Rchb.f.) Stein	species	https://www.speciesplus.net/species#/taxon_concepts/15386/legal
15387	13147	accepted	Ceratozamia microstrobila	A.P.Vovides & J.D.Rees	species	https://www.speciesplus.net/species#/taxon_concepts/15387/legal
15395	12962	accepted	Paphiopedilum primulinum	M.W.Wood & P.Taylor	species	https://www.speciesplus.net/species#/taxon_concepts/15395/legal
