taxonID	property	value	remarks
3226	CITES	Appendix I	Appendix I:Includes generic synonym Proptera.
3239	CITES	Appendix I	Appendix I:Formerly included in Aspideretes spp.
3253	CITES	Appendix I	Appendix I:Includes Anas aucklandica nesiotis
3255	CITES	Appendix I	Appendix I:Excludes the domesticated form, which is referenced as Equus asinus, and is not subject to the provisions of the Convention.
3283	CITES	Appendix I	
3317	CITES	Appendix I	
3348	CITES	Appendix I	Appendix I:Formerly included in Lutra lutra.
3364	CITES	Appendix I	
3370	CITES	Appendix I	
3372	CITES	Appendix I	
3388	CITES	Appendix I	
3399	CITES	Appendix I	
3404	CITES	Appendix I	Appendix I:Included in Pygathrix spp.
3436	CITES	Appendix I	Appendix I:All populations except those included in Appendix II. Appendix II:Parts of populations of AR and CL, and the populations of BO, PE and EC. All other populations are included in Appendix I.
3446	CITES	Appendix I	
3450	CITES	Appendix I	Appendix I:Except P. p. pennata
3456	CITES	Appendix I	
3464	CITES	Appendix I	
3475	CITES	Appendix I	
3510	CITES	Appendix I	
3511	CITES	Appendix I	
3515	CITES	Appendix I	Appendix I:All populations.
3541	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
3548	CITES	Appendix I	
3570	CITES	Appendix I	
3587	CITES	Appendix I	
3598	CITES	Appendix I	
3605	CITES	Appendix I	
3625	CITES	Appendix I	
3627	CITES	Appendix I	Appendix I:Formerly included in Pteropus mariannus.
3637	CITES	Appendix I	
3712	CITES	Appendix I	
3721	CITES	Appendix I	
3735	CITES	Appendix I	
3763	CITES	Appendix I	
3767	CITES	Appendix I	
3780	CITES	Appendix I	Appendix I:Included in Capra falconeri. Originally listed as Capra falconeri jerdoni Appendix I:All subspecies. Appendix I:Included in Capra falconeri. Originally listed as Capra falconeri chialtanensis
3792	CITES	Appendix I	
3838	CITES	Appendix I	
3851	CITES	Appendix I	
3881	CITES	Appendix I	
3913	CITES	Appendix I	Appendix I:Formerly included in Gorilla gorilla.
3922	CITES	Appendix I	
3929	CITES	Appendix I	
3939	CITES	Appendix I	
3950	CITES	Appendix I	
3957	CITES	Appendix I	Appendix I:Included in Hyperoodon spp.
3972	CITES	Appendix I	
3975	CITES	Appendix I	Appendix I:All stocks.
3982	CITES	Appendix I	
4000	CITES	Appendix I	
4006	CITES	Appendix I	
4019	CITES	Appendix I	
4040	CITES	Appendix I	Appendix I:Includes Pteropus phaeocephalus.
4052	CITES	Appendix I	Appendix I:Except Tapirus terrestris.
4060	CITES	Appendix I	
4061	CITES	Appendix I	
4062	CITES	Appendix I	
4085	CITES	Appendix I	
4086	CITES	Appendix I	
4096	CITES	Appendix I	
4118	CITES	Appendix I	Appendix I:Included in Nycticebus spp.
4135	CITES	Appendix I	
4142	CITES	Appendix I	
4154	CITES	Appendix I	
4156	CITES	Appendix I	
4174	CITES	Appendix I	
4179	CITES	Appendix I	
4183	CITES	Appendix I	
4190	CITES	Appendix I	
4194	CITES	Appendix I	
4199	CITES	Appendix I	Appendix I:Includes E. c. cornutus and E. c. uvaensis
4236	CITES	Appendix I	Appendix I: Originally listed as Python molurus molurus, which elevated to Python molurus in 2023, following taxonomic changes adopted at CoP19.
4243	CITES	Appendix I	
4246	CITES	Appendix I	
4247	CITES	Appendix I	
4267	CITES	Appendix I	
4273	CITES	Appendix I	Appendix I:Formerly included in Saguinus bicolor.
4299	CITES	Appendix I	
4303	CITES	Appendix I	Appendix I:Included in Nycticebus spp.
4306	CITES	Appendix I	
4329	CITES	Appendix I	
4344	CITES	Appendix I	
4349	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
4355	CITES	Appendix I	
4373	CITES	Appendix I	
4390	CITES	Appendix I	
4391	CITES	Appendix I	
4392	CITES	Appendix I	
4404	CITES	Appendix I	
4416	CITES	Appendix I	
4425	CITES	Appendix I	
4427	CITES	Appendix I	Appendix I: Includes Leopardus wiedii nicaraguae and Leopardus wiedii salvinia, which were adopted as synonyms of Leopardus wiedii at CoP18 in 2019.
4430	CITES	Appendix I	
4434	CITES	Appendix I	
4442	CITES	Appendix I	Appendix I:Populations of BT, IN, NP, PK. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo. Appendix II:All populations except those included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.
4455	CITES	Appendix I	
4464	CITES	Appendix I	
4494	CITES	Appendix I	
4515	CITES	Appendix I	
4520	CITES	Appendix I	
4521	CITES	Appendix I	Appendix I: Appendix II:Populations of Botswana, Namibia, South Africa and Zimbabwe are included in Appendix II subject to annotation A11 (see full note); all other populations are included in Appendix I
4533	CITES	Appendix I	
4547	CITES	Appendix I	
4548	CITES	Appendix I	
4552	CITES	Appendix I	
4564	CITES	Appendix I	
4586	CITES	Appendix I	
4590	CITES	Appendix I	Appendix I:Formerly listed under synonym Bufo periglenes.
4599	CITES	Appendix I	
4605	CITES	Appendix I	
4609	CITES	Appendix I	
4614	CITES	Appendix I	Appendix I:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months.
4626	CITES	Appendix I	
4634	CITES	Appendix I	
4643	CITES	Appendix I	
4645	CITES	Appendix I	Appendix I:Only the population of Asia. Appendix II:Except Asian population
4647	CITES	Appendix I	
4650	CITES	Appendix I	
4667	CITES	Appendix I	
4687	CITES	Appendix I	
4697	CITES	Appendix I	
4740	CITES	Appendix I	
4741	CITES	Appendix I	
4754	CITES	Appendix I	
4768	CITES	Appendix I	
4788	CITES	Appendix I	
4814	CITES	Appendix I	Appendix I: Ovis vignei was lumped into Ovis aries in 2017, following taxonomic changes adopted at CoP17.Formerly listed as Ovis aries vignei, which became a synonym of Ovis vignei in 2019, following taxonomic changes adopted at CoP18.
4824	CITES	Appendix I	
4833	CITES	Appendix I	
4844	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
4881	CITES	Appendix I	
4889	CITES	Appendix I	
4962	CITES	Appendix I	
4964	CITES	Appendix I	
4979	CITES	Appendix I	Appendix I:Included in Hyperoodon spp.
4989	CITES	Appendix I	Appendix I:Formerly included in Balaena spp.
4996	CITES	Appendix I	
4999	CITES	Appendix I	
5002	CITES	Appendix I	Appendix I:Included in Anodorhynchus spp.
5003	CITES	Appendix I	
5004	CITES	Appendix I	Appendix I:Included in Cheloniidae spp.
5034	CITES	Appendix I	
5056	CITES	Appendix I	
5062	CITES	Appendix I	Appendix I:Only the population of MX; no other population is included in the Appendices.
5077	CITES	Appendix I	
5080	CITES	Appendix I	
5089	CITES	Appendix I	
5093	CITES	Appendix I	Appendix I:Included in Pygathrix spp.
5098	CITES	Appendix I	
5103	CITES	Appendix I	Appendix I:All species and populations except NA, SZ and ZA populations of Ceratotherium simum simum
5126	CITES	Appendix I	
5138	CITES	Appendix I	
5141	CITES	Appendix I	
5152	CITES	Appendix I	
5156	CITES	Appendix I	
5186	CITES	Appendix I	
5189	CITES	Appendix I	Appendix I:Formerly included in Batagur baska
5225	CITES	Appendix I	
5226	CITES	Appendix I	
5227	CITES	Appendix I	
5245	CITES	Appendix I	
5248	CITES	Appendix I	
5306	CITES	Appendix I	Appendix I:All populations.
5328	CITES	Appendix I	
5335	CITES	Appendix I	
5340	CITES	Appendix I	
5369	CITES	Appendix I	
5373	CITES	Appendix I	
5390	CITES	Appendix I	Appendix I:Except populations of AR and BR. Appendix II:Populations of AR and BR; included in CROCODYLIA spp. Population of BR subject to a zero annual export quota for wild specimens traded for commercial purposes
5399	CITES	Appendix I	
5408	CITES	Appendix I	Appendix I:Includes R. nigrescens
5411	CITES	Appendix I	
5454	CITES	Appendix I	
5490	CITES	Appendix I	
5511	CITES	Appendix I	
5515	CITES	Appendix I	
5526	CITES	Appendix I	
5527	CITES	Appendix I	Appendix I:All subspecies.
5553	CITES	Appendix I	Appendix I:All species and populations except NA, SZ and ZA populations of Ceratotherium simum simum
5570	CITES	Appendix I	
5578	CITES	Appendix I	
5579	CITES	Appendix I	Appendix I:Included in Anodorhynchus spp.
5628	CITES	Appendix I	
5652	CITES	Appendix I	
5663	CITES	Appendix I	
5668	CITES	Appendix I	
5690	CITES	Appendix I	
5716	CITES	Appendix I	
5739	CITES	Appendix I	
5740	CITES	Appendix I	Appendix I:Included in Bettongia spp.
5748	CITES	Appendix I	
5749	CITES	Appendix I	Appendix I:Included in Lemuridae spp.
5769	CITES	Appendix I	
5777	CITES	Appendix I	
5781	CITES	Appendix I	Appendix I:Formerly included in Pteropus mariannus.
5784	CITES	Appendix I	Appendix I:Included in Rhynchopsitta spp.
5852	CITES	Appendix I	
5854	CITES	Appendix I	
5859	CITES	Appendix I	
5863	CITES	Appendix I	
5869	CITES	Appendix I	
5871	CITES	Appendix I	Appendix I:All species and populations except NA, SZ and ZA populations of Ceratotherium simum simum
5874	CITES	Appendix I	Appendix I:Specimens of the domesticated form are not subject to the provisions of the Convention.
5882	CITES	Appendix I	Appendix I:Formerly included in Brachyteles arachnoides.
5888	CITES	Appendix I	
5895	CITES	Appendix I	
5919	CITES	Appendix I	
5931	CITES	Appendix I	
5936	CITES	Appendix I	Appendix I: Alouatta coibensis was lumped into Alouatta palliata in 2023, following taxonomic changes adopted at CoP19.
5983	CITES	Appendix I	Appendix I:Includes Lasiorhinus barnardi.
6009	CITES	Appendix I	
6015	CITES	Appendix I	Appendix I:Specimens of the domesticated form are not subject to the provisions of the Convention.
6047	CITES	Appendix I	Appendix I:All subspecies. Panthera tigris altaica was lumped into Panthera tigris in 2019, following taxonomic changes adopted at CoP18.
6057	CITES	Appendix I	
6060	CITES	Appendix I	
6067	CITES	Appendix I	
6085	CITES	Appendix I	
6101	CITES	Appendix I	
6115	CITES	Appendix I	Appendix I:Formerly included in Aspideretes spp.
6133	CITES	Appendix I	
6140	CITES	Appendix I	
6141	CITES	Appendix I	
6142	CITES	Appendix I	
6211	CITES	Appendix I	
6214	CITES	Appendix I	
6216	CITES	Appendix I	
6231	CITES	Appendix I	
6244	CITES	Appendix I	Appendix I:All subspecies.
6250	CITES	Appendix I	
6257	CITES	Appendix I	
6280	CITES	Appendix I	
6330	CITES	Appendix I	Appendix I:Only the populations of Costa Rica and Panama; all other populations are included in Appendix II Appendix II:Included in Felidae spp. except the populations of Costa Rica and Panama, which are included in Appendix I. Specimens of the domesticated form are not subject to the provisions of the Convention.
6337	CITES	Appendix I	
6338	CITES	Appendix I	
6341	CITES	Appendix I	
6349	CITES	Appendix I	
6352	CITES	Appendix I	
6353	CITES	Appendix I	Appendix I:Only the populations of India; all other populations are included in Appendix II. Appendix II:Included in Felidae spp. except the population of India, which is included in Appendix I.
6355	CITES	Appendix I	
6368	CITES	Appendix I	
6385	CITES	Appendix I	
6417	CITES	Appendix I	Appendix I: Pristis microdon, which was lumped into Pristis pristis in 2026 following taxonomic changes adopted at CoP20, was included in the Appendix I Family Pristidae listing from 12/06/2013; Pristis pristis was included in the Appendix I Family Pristidae listing from 13/09/2007.
6426	CITES	Appendix I	
6436	CITES	Appendix I	Appendix I:Except the population of the Integrated Management District of Mangroves of the Bay of Cispata, Tinajones, La Balsa and Surrounding Areas, Department of Córdoba, Colombia, and the population of Cuba, which are included in Appendix II; and the population of Mexico, which is included in Appendix II and is subject to a zero export quota for wild specimens for commercial purposes Appendix II:Population of the Integrated Management District of Mangroves of the Bay of Cispata, Tinajones, La Balsa and Surrounding Areas, Department of Córdoba, Colombia, and the population of Cuba; and the population of Mexico, which is subject to a zero export quota for wild specimens for commercial purposes
6473	CITES	Appendix I	
6477	CITES	Appendix I	Appendix I:Formerly included in Balaenoptera acutorostrata.
6482	CITES	Appendix I	
6506	CITES	Appendix I	Appendix I:Formerly included in Varanus bengalensis.
6560	CITES	Appendix I	
6568	CITES	Appendix I	
6600	CITES	Appendix I	
6617	CITES	Appendix I	
6620	CITES	Appendix I	
6623	CITES	Appendix I	
6656	CITES	Appendix I	Appendix I:All species and populations except NA, SZ and ZA populations of Ceratotherium simum simum
6659	CITES	Appendix I	Appendix I:Formerly included in Balaena spp.
6692	CITES	Appendix I	Appendix I:Included in Pan spp.
6693	CITES	Appendix I	
6694	CITES	Appendix I	
6701	CITES	Appendix I	
6708	CITES	Appendix I	
6709	CITES	Appendix I	Appendix I:Included in Bettongia spp.
6713	CITES	Appendix I	
6723	CITES	Appendix I	
6741	CITES	Appendix I	
6743	CITES	Appendix I	
6755	CITES	Appendix I	
6768	CITES	Appendix I	Appendix I:Often traded under the incorrect designation Ara caninde.
6771	CITES	Appendix I	
6777	CITES	Appendix I	
6780	CITES	Appendix I	
6787	CITES	Appendix I	
6788	CITES	Appendix I	
6826	CITES	Appendix I	
6844	CITES	Appendix I	
6861	CITES	Appendix I	
6868	CITES	Appendix I	
6873	CITES	Appendix I	
6885	CITES	Appendix I	
6902	CITES	Appendix I	
6923	CITES	Appendix I	
6926	CITES	Appendix I	Appendix I:Population of Europe excluding the area that formerly constituted the USSR.
6938	CITES	Appendix I	Appendix I:Included in Cheloniidae spp.
6950	CITES	Appendix I	
6972	CITES	Appendix I	
6976	CITES	Appendix I	
6992	CITES	Appendix I	Appendix I:Formerly included in Babyrousa babyrussa.
6998	CITES	Appendix I	
7010	CITES	Appendix I	Appendix I:Included in Platanista spp.
7015	CITES	Appendix I	
7041	CITES	Appendix I	
7061	CITES	Appendix I	
7062	CITES	Appendix I	
7079	CITES	Appendix I	
7090	CITES	Appendix I	
7106	CITES	Appendix I	Appendix I:Formerly listed as P. pygmaeus pygmaeus and P. p. abeilii
7109	CITES	Appendix I	
7116	CITES	Appendix I	
7119	CITES	Appendix I	
7159	CITES	Appendix I	
7171	CITES	Appendix I	
7181	CITES	Appendix I	
7185	CITES	Appendix I	
7187	CITES	Appendix I	
7200	CITES	Appendix I	
7223	CITES	Appendix I	Appendix I:Except Tapirus terrestris.
7226	CITES	Appendix I	Appendix I:Formerly included in Babyrousa babyrussa.
7227	CITES	Appendix I	
7239	CITES	Appendix I	Appendix I:Formerly listed as P. m. costaricensis and P. m. mocinno
7256	CITES	Appendix I	
7257	CITES	Appendix I	Appendix I:Included in Cheloniidae spp.
7259	CITES	Appendix I	
7273	CITES	Appendix I	
7278	CITES	Appendix I	
7286	CITES	Appendix I	
7296	CITES	Appendix I	Appendix I:All populations.
7308	CITES	Appendix I	
7342	CITES	Appendix I	
7349	CITES	Appendix I	
7352	CITES	Appendix I	
7364	CITES	Appendix I	
7368	CITES	Appendix I	
7378	CITES	Appendix I	
7380	CITES	Appendix I	
7381	CITES	Appendix I	
7401	CITES	Appendix I	
7409	CITES	Appendix I	
7411	CITES	Appendix I	
7424	CITES	Appendix I	
7439	CITES	Appendix I	
7442	CITES	Appendix I	
7454	CITES	Appendix I	
7466	CITES	Appendix I	
7468	CITES	Appendix I	
7471	CITES	Appendix I	Appendix I:Specimens of the domesticated form are not subject to the provisions of the Convention.
7494	CITES	Appendix I	
7498	CITES	Appendix I	
7516	CITES	Appendix I	Appendix I: Formerly listed as Nasalis concolor
7520	CITES	Appendix I	
7530	CITES	Appendix I	
7558	CITES	Appendix I	
7560	CITES	Appendix I	
7567	CITES	Appendix I	
7583	CITES	Appendix I	
7602	CITES	Appendix I	
7610	CITES	Appendix I	
7638	CITES	Appendix I	
7641	CITES	Appendix I	
7642	CITES	Appendix I	
7671	CITES	Appendix I	
7674	CITES	Appendix I	Appendix I:Formerly included in Aspideretes spp.
7708	CITES	Appendix I	
7742	CITES	Appendix I	
7743	CITES	Appendix I	
7747	CITES	Appendix I	Appendix I:All populations except those included in Appendix II. Appendix II:Only the population of BZ, with a zero quota for wild specimens traded for commercial purposes, and the population of MX.
7758	CITES	Appendix I	
7782	CITES	Appendix I	
7791	CITES	Appendix I	
7817	CITES	Appendix I	
7821	CITES	Appendix I	Appendix I:All populations.
7834	CITES	Appendix I	
7836	CITES	Appendix I	
7837	CITES	Appendix I	
7840	CITES	Appendix I	Appendix I:Included in Berardius spp.
7893	CITES	Appendix I	
7895	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
7896	CITES	Appendix I	
7900	CITES	Appendix I	Appendix I:Formerly included in Nectophrynoides spp.
7903	CITES	Appendix I	Appendix I:Formerly included in Balaena spp.
7921	CITES	Appendix I	
7938	CITES	Appendix I	Appendix I:Formerly included in Pteropus mariannus.
7939	CITES	Appendix I	
7979	CITES	Appendix I	
8019	CITES	Appendix I	Appendix I:Formerly listed under synonym Kachuga tecta tecta
8035	CITES	Appendix I	
8051	CITES	Appendix I	
8117	CITES	Appendix I	
8124	CITES	Appendix I	
8127	CITES	Appendix I	
8151	CITES	Appendix I	
8157	CITES	Appendix I	
8159	CITES	Appendix I	
8203	CITES	Appendix I	Appendix I:Formerly included in Pongo pygmaeus.
8205	CITES	Appendix I	
8211	CITES	Appendix I	
8223	CITES	Appendix I	
8236	CITES	Appendix I	
8271	CITES	Appendix I	
8274	CITES	Appendix I	
8276	CITES	Appendix I	
8288	CITES	Appendix I	Appendix I:Except stock of west Greenland. Appendix II:Population of West Greenland.
8306	CITES	Appendix I	
8323	CITES	Appendix I	
8325	CITES	Appendix I	
8333	CITES	Appendix I	Appendix I:Included in Pan spp.
8334	CITES	Appendix I	
8352	CITES	Appendix I	Appendix I:Included in Pygathrix spp.
8373	CITES	Appendix I	
8374	CITES	Appendix I	
8391	CITES	Appendix I	
8437	CITES	Appendix I	
8463	CITES	Appendix I	
8470	CITES	Appendix I	
8488	CITES	Appendix I	
8543	CITES	Appendix I	
8560	CITES	Appendix I	Appendix I:All populations except those included in Appendix II. Appendix II:Population of AU, ID, MY, PG, PH.
8571	CITES	Appendix I	Appendix I:Formerly included in Nectophrynoides spp.
8573	CITES	Appendix I	
8576	CITES	Appendix I	
8584	CITES	Appendix I	
8607	CITES	Appendix I	
8608	CITES	Appendix I	
8619	CITES	Appendix I	
8624	CITES	Appendix I	
8628	CITES	Appendix I	
8646	CITES	Appendix I	
8684	CITES	Appendix I	
8689	CITES	Appendix I	Appendix I:Populations of AF, BT, IN, MM, NP, PK
8697	CITES	Appendix I	
8700	CITES	Appendix I	
8703	CITES	Appendix I	Appendix I:Formerly included in Babyrousa babyrussa.
8708	CITES	Appendix I	Appendix I:Included in Rhynchopsitta spp.
8710	CITES	Appendix I	
8720	CITES	Appendix I	
8725	CITES	Appendix I	
8751	CITES	Appendix I	
8754	CITES	Appendix I	
8775	CITES	Appendix I	Appendix I:Specimens of the domesticated form are not subject to the provisions of the Convention.
8790	CITES	Appendix I	Appendix I:Populations of BF, CF, CM, DZ, MA, ML, MR, NE, NG, SD, SN, TD.
8791	CITES	Appendix I	
8794	CITES	Appendix I	
8796	CITES	Appendix I	Appendix I:Included in Nycticebus spp.
8803	CITES	Appendix I	
8804	CITES	Appendix I	
8815	CITES	Appendix I	
8818	CITES	Appendix I	
8822	CITES	Appendix I	
8824	CITES	Appendix I	
8832	CITES	Appendix I	
8836	CITES	Appendix I	
8874	CITES	Appendix I	
8879	CITES	Appendix I	
8898	CITES	Appendix I	Appendix I:Included in Sphenodon spp.
8918	CITES	Appendix I	
8927	CITES	Appendix I	
8931	CITES	Appendix I	
8933	CITES	Appendix I	
8935	CITES	Appendix I	Appendix I:Annual export quotas for live specimens and hunting trophies are granted as follows: BW (5), NA (150), ZW (50). The trade in such specimens is subject to the provisions of Article III of the Convention.
8941	CITES	Appendix I	
8955	CITES	Appendix I	
8961	CITES	Appendix I	
8965	CITES	Appendix I	
8966	CITES	Appendix I	
8972	CITES	Appendix I	
8978	CITES	Appendix I	
8985	CITES	Appendix I	
8986	CITES	Appendix I	Appendix I:Included in Anodorhynchus spp.
8992	CITES	Appendix I	
9020	CITES	Appendix I	
9034	CITES	Appendix I	
9048	CITES	Appendix I	Appendix I:Included in Berardius spp.
9052	CITES	Appendix I	Appendix I:Possibly extinct
9073	CITES	Appendix I	
9079	CITES	Appendix I	Appendix I:Formerly listed under synonym Cairina scutulata
9080	CITES	Appendix I	
9144	CITES	Appendix I	
9147	CITES	Appendix I	
9151	CITES	Appendix I	Appendix I:Population of IN. Appendix II:Except the population of IN.
9169	CITES	Appendix I	
9206	CITES	Appendix I	
9222	CITES	Appendix I	
9271	CITES	Appendix I	Appendix I:Populations of AF, BT, IN, MM, NP, PK Appendix II:All populations except those included in Appendix I
9277	CITES	Appendix I	
9301	CITES	Appendix I	
9311	CITES	Appendix I	
9314	CITES	Appendix I	
9326	CITES	Appendix I	
9374	CITES	Appendix I	
9378	CITES	Appendix I	
9382	CITES	Appendix I	
9392	CITES	Appendix I	
9406	CITES	Appendix I	
9426	CITES	Appendix I	
9436	CITES	Appendix I	
9441	CITES	Appendix I	Appendix I:Population of SC. Appendix II:Included in FALCONIFORMES spp.; all populations except those included in Appendix I.
9445	CITES	Appendix I	Appendix I:All stocks.
9454	CITES	Appendix I	
9477	CITES	Appendix I	
9478	CITES	Appendix I	
9479	CITES	Appendix I	
9492	CITES	Appendix I	
9500	CITES	Appendix I	
9506	CITES	Appendix I	Appendix I:Includes Acerodon lucifer (possibly extinct)
9520	CITES	Appendix I	
9524	CITES	Appendix I	
9538	CITES	Appendix I	
9547	CITES	Appendix I	
9554	CITES	Appendix I	
9556	CITES	Appendix I	
9571	CITES	Appendix I	
9575	CITES	Appendix I	
9577	CITES	Appendix I	
9599	CITES	Appendix I	
9609	CITES	Appendix I	
9611	CITES	Appendix I	
9618	CITES	Appendix I	
9644	CITES	Appendix I	
9670	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
9694	CITES	Appendix I	Appendix I:Populations of AF, BT, IN, MM, NP, PK Appendix II:All populations except those included in Appendix I
9710	CITES	Appendix I	
9727	CITES	Appendix I	
9752	CITES	Appendix I	
9799	CITES	Appendix I	
9803	CITES	Appendix I	
9805	CITES	Appendix I	
9807	CITES	Appendix I	
9829	CITES	Appendix I	Appendix I:Popns of BT, CN, MN, MX. Appendix II:Included in Ursidae spp.
9833	CITES	Appendix I	
9843	CITES	Appendix I	
9849	CITES	Appendix I	
9850	CITES	Appendix I	
9862	CITES	Appendix I	Appendix I:Included in Latimeria spp.
9871	CITES	Appendix I	
9902	CITES	Appendix I	
9909	CITES	Appendix I	
9919	CITES	Appendix I	
9941	CITES	Appendix I	
9986	CITES	Appendix I	
10002	CITES	Appendix I	
10005	CITES	Appendix I	
10032	CITES	Appendix I	
10039	CITES	Appendix I	
10054	CITES	Appendix I	
10071	CITES	Appendix I	
10076	CITES	Appendix I	
10078	CITES	Appendix I	
10095	CITES	Appendix I	Appendix I:Except Tapirus terrestris.
10096	CITES	Appendix I	
10099	CITES	Appendix I	
10120	CITES	Appendix I	
10149	CITES	Appendix I	
10155	CITES	Appendix I	
10177	CITES	Appendix I	
10199	CITES	Appendix I	
10210	CITES	Appendix I	
10221	CITES	Appendix I	Appendix I:Formerly included in Trachypithecus pileatus.
10248	CITES	Appendix I	
10255	CITES	Appendix I	Appendix I:All species and populations except NA, SZ and ZA populations of Ceratotherium simum simum
10264	CITES	Appendix I	Appendix I:Formerly listed under synonym Presbytis entellus.
10291	CITES	Appendix I	
10320	CITES	Appendix I	
10323	CITES	Appendix I	Appendix I:Populations of AF, BT, IN, MM, NP, PK
10330	CITES	Appendix I	
10380	CITES	Appendix I	
10395	CITES	Appendix I	
10403	CITES	Appendix I	
10414	CITES	Appendix I	
10415	CITES	Appendix I	
10430	CITES	Appendix I	
10431	CITES	Appendix I	
10438	CITES	Appendix I	
10443	CITES	Appendix I	
10456	CITES	Appendix I	
10469	CITES	Appendix I	
10484	CITES	Appendix I	Appendix I:Possibly extinct/Formerly included in Geopsittacus occidentalis.
10496	CITES	Appendix I	
10504	CITES	Appendix I	
10519	CITES	Appendix I	
10586	CITES	Appendix I	
10594	CITES	Appendix I	
10612	CITES	Appendix I	
10615	CITES	Appendix I	
10624	CITES	Appendix I	
10628	CITES	Appendix I	
10629	CITES	Appendix I	
10636	CITES	Appendix I	
10682	CITES	Appendix I	
10686	CITES	Appendix I	Appendix I:Included in Bettongia spp.
10702	CITES	Appendix I	
10717	CITES	Appendix I	
10731	CITES	Appendix I	
10745	CITES	Appendix I	Appendix I:All populations except those included in Appendix II. Appendix II:Population of: BW, EG (with a zero quota for wild specimenstraded for commercial purposes) ET, KE, MG, MW, MZ, NA, TZ(subject to an annual export quota of no more than 1,600 wildspecimens including hunting trophies, in addition to ranched specimens), UG, ZA, ZM, ZW.
10761	CITES	Appendix I	
10794	CITES	Appendix I	
10804	CITES	Appendix I	
10810	CITES	Appendix I	
10836	CITES	Appendix I	Appendix I:Included in Cheloniidae spp.
10844	CITES	Appendix I	
10857	CITES	Appendix I	
10905	CITES	Appendix I	
10915	CITES	Appendix I	
10923	CITES	Appendix I	
